building_name,address,city,state,zipcode,unit_name,unit_id,price_raw,beds,baths,sqft,available_move_in_date,total_available_units,listing_url,scrape_date,scrape_timestamp
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,309,"price$1,477",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.229401
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,409,"price$1,482",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.229547
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,509,"price$1,563",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.232747
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,214,"price$1,529",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.232860
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,314,"price$1,559",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.232962
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,414,"price$1,565",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233060
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,219,"price$1,551",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233156
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,319,"price$1,556",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233250
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,119,"price$1,622",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233344
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Merlot,419,"price$1,662",0,1,706,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233437
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Merlot,203,"price$1,728",0,1,706,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233528
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Merlot,403,"price$1,738",0,1,706,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233639
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Grigio,215,"price$1,696",1,1,800,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233738
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Grigio,220,"price$1,696",1,1,800,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233838
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Grigio,212,"price$1,696",1,1,800,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.233936
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Riesling,217,"price$1,730",1,1,904,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.234029
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Riesling,234,"price$1,730",1,1,904,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.234121
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Riesling,227,"price$1,730",1,1,904,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.234217
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Pinot,231,"price$1,736",1,1,784,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.234313
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Pinot,335,"price$1,741",1,1,784,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.234406
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Pinot,331,"price$1,741",1,1,784,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.234502
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Chardonnay,207,"price$1,736",1,1,799,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.234639
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Chardonnay,407,"price$1,746",1,1,799,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.234878
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Chardonnay,206,"price$1,761",1,1,799,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.235091
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Zinfandel,233,"price$1,738",1,1,883,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.235310
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Zinfandel,333,"price$1,743",1,1,883,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.235424
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Zinfandel,433,"price$1,748",1,1,883,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.235522
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Moscato,211,"price$1,756",1,1,832,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.235634
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Moscato,223,"price$1,756",1,1,832,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.235728
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Moscato,323,"price$1,761",1,1,832,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.235869
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Rose,417,"price$1,789",1,1,941,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236012
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Rose,517,"price$1,870",1,1,941,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236111
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Sauvignon Blanc,230,"price$1,794",1,1,940,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236248
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Sauvignon Blanc,330,"price$1,799",1,1,940,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236346
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Sauvignon Blanc,430,"price$1,804",1,1,940,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236447
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Prosecco,228,"price$1,796",1,1,837,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236542
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Prosecco,328,"price$1,801",1,1,837,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236656
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Prosecco,428,"price$1,806",1,1,837,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236754
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Burgundy-Type A,432,"price$1,966",2,2,1167,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.236850
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Napa Valley,218,"price$2,077",2,2,1164,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.237105
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Napa Valley,226,"price$2,077",2,2,1164,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.237313
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Napa Valley,326,"price$2,107",2,2,1164,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.237419
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Willamette Valley,525,"price$2,084",2,2,1164,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.237528
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Willamette Valley,125,"price$2,139",2,2,1164,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.237639
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Provence,225,"price$2,092",2,2,1194,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.237733
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Provence,325,"price$2,097",2,2,1194,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.237828
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Provence,425,"price$2,102",2,2,1194,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.237921
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cape Town,121,"price$2,102",2,2,1164,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.238014
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Santorini,210,"price$2,102",2,2,1164,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.238110
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Santorini,322,"price$2,107",2,2,1164,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-04,2025-05-04T12:04:53.238205
