building_name,address,city,state,zipcode,unit_name,unit_id,price_raw,beds,baths,sqft,available_move_in_date,total_available_units,listing_url,scrape_date,scrape_timestamp
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,309,"price$1,477",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.047721
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,409,"price$1,482",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.047841
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,509,"price$1,563",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.047943
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,214,"price$1,529",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048046
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,314,"price$1,559",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048154
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,414,"price$1,565",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048255
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,219,"price$1,551",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048350
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,319,"price$1,556",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048444
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,119,"price$1,622",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048537
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Merlot,419,"price$1,662",0,1,706,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048632
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Merlot,203,"price$1,728",0,1,706,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048724
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Merlot,403,"price$1,738",0,1,706,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048817
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Grigio,215,"price$1,696",1,1,800,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.048912
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Grigio,220,"price$1,696",1,1,800,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-02,2025-05-02T15:32:44.049006
