building_name,address,city,state,zipcode,unit_name,unit_id,price_raw,beds,baths,sqft,available_move_in_date,total_available_units,listing_url,scrape_date,scrape_timestamp
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,S6 - Gypsum With Alcove,1-330,"price$1,048",0,1,551,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.637238
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,S6 - Gypsum With Alcove,1-421,"price$1,069",0,1,551,availibilityMay 1,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.637369
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,S6 - Gypsum With Alcove,1-129,"price$1,069",0,1,544,availibilityMay 1,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.637470
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,S3 - Slate,1-425,"price$1,016",0,1,476,availibilityMay 7,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.637579
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,S3 - Slate,1-213,"price$1,016",0,1,467,availibilityJun 7,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.637678
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,S3 - Slate,1-338,"price$1,016",0,1,477,availibilityJul 7,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.637777
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,S2 - Quartz,1-405,"price$1,212",0,1,457,availibilityMay 7,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.637882
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,S5 - Cinder,1-205,price$933,0,1,515,availibilityJun 16,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.637983
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A6 With Den - Ivory,1-119,"price$1,179",1,1,798,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638077
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A6 With Den - Ivory,1-327,"price$1,387",1,1,778,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638170
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A6 With Den - Ivory,1-328,"price$1,387",1,1,778,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638262
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A2 - Jade,1-431,"price$1,208",1,1,666,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638366
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A2 - Jade,1-108,"price$1,208",1,1,670,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638467
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A2 - Jade,1-406,"price$1,233",1,1,672,availibilityMay 1,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638575
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A4 - Steel,1-316,"price$1,232",1,1,752,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638684
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A4 - Steel,1-218,"price$1,384",1,1,752,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638780
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,A4 - Steel,1-216,"price$1,384",1,1,752,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638877
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,B1 - Gold,1-442,"price$1,374",2,2,984,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.638973
Rowat Lofts,"601 E Vine St,",Des Moines,IA,50309,B1 - Gold,1-103,"price$1,584",2,2,982,availibilityNow,5,https://www.apartments.com/rowat-lofts-des-moines-ia/xc9bysq/,2025-05-01,2025-05-01T01:52:30.639070
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,309,"price$1,477",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.476705
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,409,"price$1,482",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.476883
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Port,509,"price$1,563",0,1,570,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.477027
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,214,"price$1,529",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.477123
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,314,"price$1,559",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.477218
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Noir,414,"price$1,565",0,1,547,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.477315
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,219,"price$1,551",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.477422
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,319,"price$1,556",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.477523
The Meridian,"425 SW 11th St,",Des Moines,IA,50309,Cabernet,119,"price$1,622",0,1,678,availibilityNow,3,https://www.apartments.com/the-meridian-des-moines-ia/c4kx9dg/,2025-05-01,2025-05-01T01:52:41.477616
